data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7179673,51,ARM4637,4637,"28 August 2020",2020,1,Protests,"Peaceful protest","Protesters (Armenia)",Kamq,6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,A1+,National,"On 28 August 2020, members of Kamq initiative and others organized a rally in Yerevan (Yerevan, Armenia) and demanded the resignation of the Minister of Education, Science, Culture and Sport claiming him in the violation national values. [size=no report]",0,1599503173,ARM
7241418,51,ARM4860,4860,"28 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Aygedzor,40.8308,45.5439,2,"Ministry of Foreign Affairs of Armenia",Other,"On 28 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Aygedzor, Tavush, in 3 reported incidents during that day.",0,1602014401,ARM
7241419,51,ARM4861,4861,"28 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Aygepar,40.9293,45.4663,2,"Ministry of Foreign Affairs of Armenia",Other,"On 28 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Aygepar, Tavush, in 4 reported incidents during that day.",0,1602014401,ARM
7241420,51,ARM4862,4862,"28 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Chinari,40.8552,45.5761,2,"Ministry of Foreign Affairs of Armenia",Other,"On 28 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Chinari, Tavush.",0,1602014401,ARM
7241422,51,ARM4863,4863,"28 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,"Vayots Dzor",Vayk,,Khndzorut,39.5541,45.4049,2,"Ministry of Foreign Affairs of Armenia",Other,"On 28 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Khndzorut, Vayots Dzor.",0,1602014401,ARM
7241423,51,ARM4864,4864,"28 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Kolagir,40.7942,45.421,2,"Ministry of Foreign Affairs of Armenia",Other,"On 28 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Kolagir, Tavush.",0,1602014401,ARM
7241424,51,ARM4865,4865,"28 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Gegharkunik,Vardenis,,Kutakan,40.2676,45.8372,2,"Ministry of Foreign Affairs of Armenia",Other,"On 28 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Kutakan, Gegharkunik, in 3 reported incidents during that day.",0,1602014401,ARM
7241425,51,ARM4866,4866,"28 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Movses,40.9057,45.4923,2,"Ministry of Foreign Affairs of Armenia",Other,"On 28 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Movses, Tavush, in 2 reported incidents during that day.",0,1602014401,ARM
7241426,51,ARM4867,4867,"28 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Ararat,Ararat,,Zangakatun,39.8193,45.0419,2,"Ministry of Foreign Affairs of Armenia",Other,"On 28 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Zangakatun, Ararat, in 2 reported incidents during that day.",0,1602014401,ARM
7179665,51,ARM4635,4635,"27 August 2020",2020,1,Protests,"Peaceful protest","Protesters (Russia)",,6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,A1+,National,"On 27 August 2020, citizens of the Russian Federation organized a protest in front of the house of government in Yerevan (Yerevan, Armenia) with the demand to organize their transfer from Armenia to Russia, due to coronavirus-related closure of borders. [size=no report]",0,1599503173,ARM
7241407,51,ARM4852,4852,"27 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Aygepar,40.9293,45.4663,2,"Ministry of Foreign Affairs of Armenia",Other,"On 27 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Aygepar, Tavush, in 3 reported incidents during that day.",0,1602014401,ARM
7241408,51,ARM4853,4853,"27 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Chinari,40.8552,45.5761,2,"Ministry of Foreign Affairs of Armenia",Other,"On 27 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Chinari, Tavush.",0,1602014401,ARM
7241409,51,ARM4854,4854,"27 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,"Vayots Dzor",Yeghegnadzor,,Chiva,39.7657,45.1396,2,"Ministry of Foreign Affairs of Armenia",Other,"On 27 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Chiva, Vayots Dzor.",0,1602014401,ARM
7241411,51,ARM4855,4855,"27 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Kolagir,40.7942,45.421,2,"Ministry of Foreign Affairs of Armenia",Other,"On 27 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Kolagir, Tavush.",0,1602014401,ARM
7241412,51,ARM4856,4856,"27 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Movses,40.9057,45.4923,2,"Ministry of Foreign Affairs of Armenia",Other,"On 27 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Movses, Tavush, in 4 reported incidents during that day.",0,1602014401,ARM
7241413,51,ARM4857,4857,"27 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,"Nerkin Karmiraghbyur",40.9428,45.4379,2,"Ministry of Foreign Affairs of Armenia",Other,"On 27 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Nerkin Karmiraghbyur, Tavush.",0,1602014401,ARM
7241415,51,ARM4858,4858,"27 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Ararat,Ararat,,Yeraskh,39.7398,44.8282,2,"Ministry of Foreign Affairs of Armenia",Other,"On 27 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Yeraskh, Ararat.",0,1602014401,ARM
7241416,51,ARM4859,4859,"27 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Ararat,Ararat,,Zangakatun,39.8193,45.0419,2,"Ministry of Foreign Affairs of Armenia",Other,"On 27 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Zangakatun, Ararat, in 2 reported incidents during that day.",0,1602014401,ARM
7180001,51,ARM4634,4634,"27 August 2020",2020,1,Protests,"Peaceful protest","Protesters (Armenia)",,6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Hraparak,National,"On 27 August 2020, former residents of Yekmalyan street held a protest in Yerevan (Yerevan, Armenia) and demanded the reimbursement for their demolished houses. [size=no report]",0,1599503174,ARM
7180004,51,ARM4636,4636,"27 August 2020",2020,1,Protests,"Peaceful protest","Protesters (Armenia)",,6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Hraparak,National,"On 27 August 2020, a group of activist organised a protest in Yerevan (Yerevan, Armenia) claiming the government of Armenia in the failure of the fight against coronavirus. [size=no report]",0,1599503174,ARM
7241396,51,ARM4844,4844,"26 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Aygepar,40.9293,45.4663,2,"Ministry of Foreign Affairs of Armenia",Other,"On 26 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Aygepar, Tavush, in 2 reported incidents during that day.",0,1602014401,ARM
7241397,51,ARM4845,4845,"26 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Noyemberyan,,Baghanis,41.1104,45.0567,2,"Ministry of Foreign Affairs of Armenia",Other,"On 26 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Baghanis, Tavush.",0,1602014401,ARM
7241398,51,ARM4846,4846,"26 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Noyemberyan,,Barekamavan,41.1715,45.1158,2,"Ministry of Foreign Affairs of Armenia",Other,"On 26 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Barekamavan, Tavush.",0,1602014401,ARM
7241399,51,ARM4847,4847,"26 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Chinari,40.8552,45.5761,2,"Ministry of Foreign Affairs of Armenia",Other,"On 26 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Chinari, Tavush, in 2 reported incidents during that day.",0,1602014401,ARM
7241400,51,ARM4848,4848,"26 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,"Vayots Dzor",Yeghegnadzor,,Chiva,39.7657,45.1396,2,"Ministry of Foreign Affairs of Armenia",Other,"On 26 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Chiva, Vayots Dzor.",0,1602014401,ARM
7241403,51,ARM4849,4849,"26 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Movses,40.9057,45.4923,2,"Ministry of Foreign Affairs of Armenia",Other,"On 26 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Movses, Tavush, in 3 reported incidents during that day.",0,1602014401,ARM
7241404,51,ARM4850,4850,"26 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Ararat,Ararat,,Yeraskh,39.7398,44.8282,2,"Ministry of Foreign Affairs of Armenia",Other,"On 26 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Yeraskh, Ararat, in 2 reported incidents during that day.",0,1602014401,ARM
7241405,51,ARM4851,4851,"26 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Ararat,Ararat,,Zangakatun,39.8193,45.0419,2,"Ministry of Foreign Affairs of Armenia",Other,"On 26 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Zangakatun, Ararat, in 4 reported incidents during that day.",0,1602014401,ARM
7241390,51,ARM4841,4841,"25 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Aygepar,40.9293,45.4663,2,"Ministry of Foreign Affairs of Armenia",Other,"On 25 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Aygepar, Tavush.",0,1602014401,ARM
7241393,51,ARM4842,4842,"25 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Noyemberyan,,Voskepar,41.0654,45.0595,2,"Ministry of Foreign Affairs of Armenia",Other,"On 25 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Voskepar, Tavush.",0,1602014401,ARM
7241394,51,ARM4843,4843,"25 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Ararat,Ararat,,Zangakatun,39.8193,45.0419,2,"Ministry of Foreign Affairs of Armenia",Other,"On 25 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Zangakatun, Ararat, in 2 reported incidents during that day.",0,1602014401,ARM
7179998,51,ARM4633,4633,"25 August 2020",2020,1,Protests,"Peaceful protest","Protesters (Armenia)","Labour Group (Armenia)",6,,,0,60,"Caucasus and Central Asia",Armenia,Tavush,Dilidjan,,Teghut,40.7733,44.9343,1,Hetq,National,"On 25 August 2020, local residents organised a protest in Teghut (Dilijan, Tavush, Armenia) and demanded authorities to either provide them with a job in Teghut mine or give their lands back. [size=no report]",0,1599503174,ARM
7180880,51,ARM4632,4632,"24 August 2020",2020,1,Protests,"Peaceful protest","Protesters (Armenia)",,6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,RFE/RL,International,"On 24 August 2020, local residents organised a protest in Yerevan (Yerevan, Armenia) against the demolition of the kindergarten near their house for the construction of a new residential building. [size=no report]",0,1599503176,ARM
7179667,51,ARM4631,4631,"24 August 2020",2020,1,Protests,"Protest with intervention","Protesters (Armenia)",Kamq,6,"Police Forces of Armenia (2018-)",,1,16,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,A1+,National,"On 24 August 2020, around 50 members of Kamq initiative and others organized a rally in Yerevan (Yerevan, Armenia) and demanded the resignation of the Minister of Education, Science, Culture and Sport claiming him in the ruining of national education system in the schools. The police arrested several protestors for the violation of the rules to contain coronavirus. [size=around 50]",0,1599503173,ARM
7241383,51,ARM4837,4837,"24 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Gegharkunik,Vardenis,,Daranak,40.3674,45.5686,2,"Ministry of Foreign Affairs of Armenia",Other,"On 24 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Daranak, Gegharkunik.",0,1602014401,ARM
7241385,51,ARM4838,4838,"24 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Movses,40.9057,45.4923,2,"Ministry of Foreign Affairs of Armenia",Other,"On 24 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Movses, Tavush.",0,1602014401,ARM
7241388,51,ARM4840,4840,"24 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Ararat,Ararat,,Zangakatun,39.8193,45.0419,2,"Ministry of Foreign Affairs of Armenia",Other,"On 24 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Zangakatun, Ararat.",0,1602014401,ARM
7241427,51,ARM4839,4839,"24 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Ararat,Ararat,,Yeraskh,39.7398,44.8282,2,"Ministry of Foreign Affairs of Armenia",Other,"On 24 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Yeraskh, Ararat.",0,1602014401,ARM
7241376,51,ARM4833,4833,"23 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Syunik,Sisian,,Angeghakot,39.5705,45.9418,2,"Ministry of Foreign Affairs of Armenia",Other,"On 23 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Angeghakot, Syunik.",0,1602014401,ARM
7241378,51,ARM4834,4834,"23 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Gegharkunik,Karmir,,Chambarak,40.5984,45.353,2,"Ministry of Foreign Affairs of Armenia",Other,"On 23 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Chambarak, Gegharkunik.",0,1602014401,ARM
7241379,51,ARM4835,4835,"23 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Chinari,40.8552,45.5761,2,"Ministry of Foreign Affairs of Armenia",Other,"On 23 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Chinari, Tavush.",0,1602014401,ARM
7241381,51,ARM4836,4836,"23 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Ararat,Ararat,,Zangakatun,39.8193,45.0419,2,"Ministry of Foreign Affairs of Armenia",Other,"On 23 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Zangakatun, Ararat.",0,1602014401,ARM
7241371,51,ARM4829,4829,"22 August 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Gegharkunik,Vardenis,,Avazan,40.3036,45.7043,2,"Ministry of Foreign Affairs of Armenia",Other,"On 22 August 2020, military forces of Azerbaijan fired with primarily heavy weapons, including small arms/sniper rifles/heavy machineguns, on the positions of the military forces of Armenia located near Avazan, Gegharkunik, in 2 reported incidents during that day.",0,1602014401,ARM
7241372,51,ARM4830,4830,"22 August 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Aygedzor,40.8308,45.5439,2,"Ministry of Foreign Affairs of Armenia",Other,"On 22 August 2020, military forces of Azerbaijan fired with primarily heavy weapons, including small arms/sniper rifles/heavy machineguns, on the positions of the military forces of Armenia located near Aygedzor, Tavush.",0,1602014401,ARM
7241373,51,ARM4831,4831,"22 August 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Chinari,40.8552,45.5761,2,"Ministry of Foreign Affairs of Armenia",Other,"On 22 August 2020, military forces of Azerbaijan fired with primarily heavy weapons, including small arms/sniper rifles/heavy machineguns, on the positions of the military forces of Armenia located near Chinari, Tavush.",0,1602014401,ARM
7241375,51,ARM4832,4832,"22 August 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,"Vayots Dzor",Vayk,,Khndzorut,39.5541,45.4049,2,"Ministry of Foreign Affairs of Armenia",Other,"On 22 August 2020, military forces of Azerbaijan fired with primarily heavy weapons, including small arms/sniper rifles/heavy machineguns, on the positions of the military forces of Armenia located near Khndzorut, Vayots Dzor.",0,1602014401,ARM
7241362,51,ARM4821,4821,"21 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Aygepar,40.9293,45.4663,2,"Ministry of Foreign Affairs of Armenia",Other,"On 21 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Aygepar, Tavush.",0,1602014401,ARM
7241363,51,ARM4822,4822,"21 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Chinari,40.8552,45.5761,2,"Ministry of Foreign Affairs of Armenia",Other,"On 21 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Chinari, Tavush.",0,1602014401,ARM
7241364,51,ARM4823,4823,"21 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Gegharkunik,Vardenis,,Kakhakn,40.2842,45.7849,2,"Ministry of Foreign Affairs of Armenia",Other,"On 21 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Kakhakn, Gegharkunik.",0,1602014401,ARM
7241365,51,ARM4824,4824,"21 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,"Vayots Dzor",Vayk,,Khndzorut,39.5541,45.4049,2,"Ministry of Foreign Affairs of Armenia",Other,"On 21 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Khndzorut, Vayots Dzor, in 2 reported incidents during that day.",0,1602014401,ARM
7241366,51,ARM4825,4825,"21 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Kolagir,40.7942,45.421,2,"Ministry of Foreign Affairs of Armenia",Other,"On 21 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Kolagir, Tavush, in 4 reported incidents during that day.",0,1602014401,ARM
7179670,51,ARM4627,4627,"21 August 2020",2020,1,Protests,"Peaceful protest","Protesters (Armenia)","Labour Group (Armenia)",6,,,0,60,"Caucasus and Central Asia",Armenia,Lori,Tumanian,,Alaverdi,41.0812,44.6154,1,A1+,National,"On 21 August 2020, copper smelters held a protest in Alaverdi (Tumanyan, Lori, Armenia) and demanded unpaid salaries from their employers. [size=no report]",0,1599503173,ARM
7241367,51,ARM4826,4826,"21 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Movses,40.9057,45.4923,2,"Ministry of Foreign Affairs of Armenia",Other,"On 21 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Movses, Tavush.",0,1602014401,ARM
7179671,51,ARM4630,4630,"21 August 2020",2020,1,Protests,"Peaceful protest","Protesters (Armenia)",,6,,,0,60,"Caucasus and Central Asia",Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,A1+,National,"On 21 August 2020, residents of Yeghegnut village organized a protest in front of the house of government in Yerevan (Yerevan, Armenia) against the reappointment of the former head of the village claiming that he was incompetent. [size=no report]",0,1599503173,ARM
7241368,51,ARM4827,4827,"21 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,"Nerkin Karmiraghbyur",40.9428,45.4379,2,"Ministry of Foreign Affairs of Armenia",Other,"On 21 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Nerkin Karmiraghbyur, Tavush, in 4 reported incidents during that day.",0,1602014401,ARM
7241369,51,ARM4828,4828,"21 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Ararat,Ararat,,Zangakatun,39.8193,45.0419,2,"Ministry of Foreign Affairs of Armenia",Other,"On 21 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Zangakatun, Ararat, in 2 reported incidents during that day.",0,1602014401,ARM
7180964,51,ARM4629,4629,"21 August 2020",2020,1,Protests,"Peaceful protest","Protesters (Armenia)","Fishermen (Armenia)",6,,,0,60,"Caucasus and Central Asia",Armenia,Gegharkunik,Sevan,,Sevan,40.5484,44.9487,2,"Sputnik Armenia",National,"On 21 August 2020, fishermen blocked Yerevan-Sevan highway [coded to Sevan with GP2] and protested against the new rules of fishing in Sevak lake. [size=no report]",0,1599503176,ARM
7241401,51,ARM4820,4820,"21 August 2020",2020,1,Battles,"Armed clash","Military Forces of Azerbaijan (2003-)",,8,"Military Forces of Armenia (2018-)",,1,18,"Caucasus and Central Asia",Armenia,Tavush,Tavush,,Aygedzor,40.8308,45.5439,2,"Ministry of Foreign Affairs of Armenia",Other,"On 21 August 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machineguns on the positions of the military forces of Armenia located near Aygedzor, Tavush, in 7 reported incidents during that day.",0,1602014401,ARM
